"Type-Algorithm","Time","Comparisons","Assignments","Array-Size"
"Shell-sort","434000","96147","126053","4506"
"Merge-sort","533000","24130","109784","4506"
"Cocktail-sort","21324000","7725413","12760726","4506"
"Shell-sort","431000","92287","122200","4507"
"Merge-sort","533000","24055","109812","4507"
"Cocktail-sort","21332000","7696762","12744177","4507"
"Shell-sort","425000","87111","117031","4508"
"Merge-sort","530000","24046","109840","4508"
"Cocktail-sort","21255000","7723400","12807019","4508"
"Shell-sort","434000","92859","122786","4509"
"Merge-sort","547000","24134","109868","4509"
"Cocktail-sort","21199000","7672396","12713288","4509"
"Shell-sort","429000","90219","120153","4510"
"Merge-sort","534000","24122","109896","4510"
"Cocktail-sort","21176000","7659009","12719875","4510"
"Shell-sort","431000","88907","118848","4511"
"Merge-sort","532000","24104","109924","4511"
"Cocktail-sort","21032000","7638808","12724717","4511"
"Shell-sort","431000","92365","122313","4512"
"Merge-sort","533000","24140","109952","4512"
"Cocktail-sort","20983000","7552440","12657650","4512"
"Shell-sort","434000","90634","120589","4513"
"Merge-sort","533000","24210","109980","4513"
"Cocktail-sort","21193000","7677024","12742069","4513"
"Shell-sort","427000","86510","116472","4514"
"Merge-sort","536000","24074","110008","4514"
"Cocktail-sort","21775000","7842320","12850774","4514"
"Shell-sort","437000","91434","121403","4515"
"Merge-sort","544000","24231","110036","4515"
"Cocktail-sort","21408000","7665860","12826076","4515"
"Shell-sort","434000","94388","124364","4516"
"Merge-sort","540000","24119","110064","4516"
"Cocktail-sort","21023000","7600207","12550934","4516"
"Shell-sort","438000","91446","121429","4517"
"Merge-sort","537000","24110","110092","4517"
"Cocktail-sort","21081000","7586460","12557322","4517"
"Shell-sort","440000","88965","118955","4518"
"Merge-sort","547000","24140","110120","4518"
"Cocktail-sort","21136000","7620624","12763877","4518"
"Shell-sort","428000","89754","119751","4519"
"Merge-sort","532000","24214","110148","4519"
"Cocktail-sort","20834000","7636500","12704212","4519"
"Shell-sort","436000","94051","124055","4520"
"Merge-sort","538000","24179","110176","4520"
"Cocktail-sort","21319000","7706400","12788823","4520"
"Shell-sort","432000","92462","122473","4521"
"Merge-sort","535000","24220","110204","4521"
"Cocktail-sort","21367000","7683968","12762797","4521"
"Shell-sort","438000","95022","125040","4522"
"Merge-sort","533000","24243","110232","4522"
"Cocktail-sort","21731000","7777770","12838249","4522"
"Shell-sort","426000","87801","117826","4523"
"Merge-sort","539000","24200","110260","4523"
"Cocktail-sort","21361000","7791132","12805274","4523"
"Shell-sort","427000","89447","119479","4524"
"Merge-sort","535000","24229","110288","4524"
"Cocktail-sort","21407000","7711030","12748591","4524"
"Shell-sort","433000","90335","120374","4525"
"Merge-sort","534000","24196","110316","4525"
"Cocktail-sort","20773000","7574380","12683843","4525"
"Shell-sort","429000","89189","119235","4526"
"Merge-sort","539000","24135","110344","4526"
"Cocktail-sort","21284000","7717833","12795255","4526"
"Shell-sort","432000","88994","119047","4527"
"Merge-sort","536000","24153","110372","4527"
"Cocktail-sort","21367000","7780444","12952036","4527"
"Shell-sort","425000","86782","116842","4528"
"Merge-sort","533000","24359","110400","4528"
"Cocktail-sort","21353000","7787192","12913955","4528"
"Shell-sort","430000","90912","120979","4529"
"Merge-sort","540000","24158","110428","4529"
"Cocktail-sort","21000000","7800592","12965462","4529"
"Shell-sort","431000","91446","121520","4530"
"Merge-sort","556000","24216","110456","4530"
"Cocktail-sort","21537000","7868965","13026658","4530"
"Shell-sort","428000","89029","119110","4531"
"Merge-sort","533000","24330","110484","4531"
"Cocktail-sort","21378000","7774068","13120084","4531"
"Shell-sort","429000","87168","117256","4532"
"Merge-sort","543000","24296","110512","4532"
"Cocktail-sort","21323000","7731507","12690653","4532"
"Shell-sort","431000","91702","121797","4533"
"Merge-sort","534000","24227","110540","4533"
"Cocktail-sort","21225000","7798732","12919959","4533"
"Shell-sort","435000","91230","121332","4534"
"Merge-sort","535000","24234","110568","4534"
"Cocktail-sort","21742000","7792128","12926752","4534"
"Shell-sort","434000","91511","121620","4535"
"Merge-sort","541000","24353","110596","4535"
"Cocktail-sort","21456000","7774312","12834256","4535"
"Shell-sort","429000","88389","118505","4536"
"Merge-sort","534000","24282","110624","4536"
"Cocktail-sort","21337000","7756398","12932017","4536"
"Shell-sort","437000","90759","120882","4537"
"Merge-sort","544000","24397","110652","4537"
"Cocktail-sort","21480000","7702096","12727398","4537"
"Shell-sort","431000","91296","121426","4538"
"Merge-sort","536000","24306","110680","4538"
"Cocktail-sort","21511000","7722541","12809649","4538"
"Shell-sort","432000","91311","121448","4539"
"Merge-sort","536000","24367","110708","4539"
"Cocktail-sort","21197000","7692932","12781528","4539"
"Shell-sort","431000","90396","120540","4540"
"Merge-sort","544000","24359","110736","4540"
"Cocktail-sort","21308000","7681459","12747409","4540"
"Shell-sort","437000","91604","121755","4541"
"Merge-sort","537000","24324","110764","4541"
"Cocktail-sort","21018000","7644600","12826886","4541"
"Shell-sort","442000","95265","125423","4542"
"Merge-sort","534000","24331","110792","4542"
"Cocktail-sort","21480000","7651450","12635550","4542"
"Shell-sort","435000","92091","122256","4543"
"Merge-sort","541000","24367","110820","4543"
"Cocktail-sort","21670000","7790424","12842326","4543"
"Shell-sort","436000","93240","123412","4544"
"Merge-sort","537000","24318","110848","4544"
"Cocktail-sort","21497000","7912760","13055414","4544"
"Shell-sort","434000","91358","121537","4545"
"Merge-sort","553000","24363","110876","4545"
"Cocktail-sort","21820000","7859870","13068758","4545"
"Shell-sort","432000","90091","120277","4546"
"Merge-sort","540000","24418","110904","4546"
"Cocktail-sort","21246000","7669626","12738974","4546"
"Shell-sort","436000","93619","123812","4547"
"Merge-sort","536000","24333","110932","4547"
"Cocktail-sort","21360000","7831044","12944760","4547"
"Shell-sort","430000","89467","119667","4548"
"Merge-sort","536000","24420","110960","4548"
"Cocktail-sort","21493000","7701750","12897102","4548"
"Shell-sort","435000","92876","123083","4549"
"Merge-sort","548000","24336","110988","4549"
"Cocktail-sort","21600000","7858020","13024605","4549"
"Shell-sort","437000","94653","124867","4550"
"Merge-sort","543000","24371","111016","4550"
"Cocktail-sort","21567000","7761162","12874320","4550"
"Shell-sort","445000","98439","128660","4551"
"Merge-sort","536000","24370","111044","4551"
"Cocktail-sort","21675000","7731460","12772195","4551"
"Shell-sort","430000","89880","120108","4552"
"Merge-sort","538000","24346","111072","4552"
"Cocktail-sort","21542000","7922720","13033715","4552"
"Shell-sort","436000","93510","123745","4553"
"Merge-sort","538000","24343","111100","4553"
"Cocktail-sort","21344000","7826900","12855211","4553"
"Shell-sort","430000","90520","120762","4554"
"Merge-sort","541000","24422","111128","4554"
"Cocktail-sort","21605000","7722157","12775690","4554"
"Shell-sort","433000","91553","121802","4555"
"Merge-sort","536000","24452","111156","4555"
"Cocktail-sort","21670000","7880868","13125830","4555"
"Shell-sort","438000","91219","121475","4556"
"Merge-sort","537000","24436","111184","4556"
"Cocktail-sort","21362000","7827027","12920238","4556"
"Shell-sort","444000","96997","127260","4557"
"Merge-sort","538000","24359","111212","4557"
"Cocktail-sort","21651000","7860866","13113815","4557"
"Shell-sort","427000","88668","118938","4558"
"Merge-sort","537000","24400","111240","4558"
"Cocktail-sort","21679000","7777069","12998696","4558"
"Shell-sort","435000","92893","123170","4559"
"Merge-sort","545000","24375","111268","4559"
"Cocktail-sort","21485000","7804428","13004606","4559"
"Shell-sort","431000","90671","120955","4560"
"Merge-sort","547000","24428","111296","4560"
"Cocktail-sort","21807000","7948115","13111854","4560"
"Shell-sort","433000","89715","120006","4561"
"Merge-sort","541000","24512","111324","4561"
"Cocktail-sort","21807000","7815822","12911362","4561"
"Shell-sort","433000","86692","116990","4562"
"Merge-sort","538000","24514","111352","4562"
"Cocktail-sort","21442000","7767817","12734307","4562"
"Shell-sort","452000","97995","128300","4563"
"Merge-sort","549000","24444","111380","4563"
"Cocktail-sort","21647000","7765484","12844954","4563"
"Shell-sort","445000","92543","122855","4564"
"Merge-sort","540000","24510","111408","4564"
"Cocktail-sort","21526000","7815848","12934067","4564"
"Shell-sort","439000","93830","124149","4565"
"Merge-sort","555000","24413","111436","4565"
"Cocktail-sort","21530000","7861290","12895888","4565"
"Shell-sort","430000","88669","118995","4566"
"Merge-sort","537000","24461","111464","4566"
"Cocktail-sort","21644000","7813565","12872984","4566"
"Shell-sort","438000","93898","124231","4567"
"Merge-sort","537000","24501","111492","4567"
"Cocktail-sort","21766000","7850024","12975297","4567"
"Shell-sort","442000","94386","124726","4568"
"Merge-sort","538000","24614","111520","4568"
"Cocktail-sort","21517000","7847774","13170795","4568"
"Shell-sort","443000","95704","126051","4569"
"Merge-sort","535000","24566","111548","4569"
"Cocktail-sort","22027000","7931320","13160985","4569"
"Shell-sort","433000","90446","120800","4570"
"Merge-sort","537000","24504","111576","4570"
"Cocktail-sort","21661000","7929168","13258928","4570"
"Shell-sort","444000","91677","122038","4571"
"Merge-sort","5625000","24512","111604","4571"
"Cocktail-sort","21855000","7813508","12987358","4571"
"Shell-sort","441000","92023","122391","4572"
"Merge-sort","539000","24557","111632","4572"
"Cocktail-sort","21551000","7847830","12865120","4572"
"Shell-sort","433000","90334","120709","4573"
"Merge-sort","537000","24577","111660","4573"
"Cocktail-sort","21400000","7949604","13202972","4573"
"Shell-sort","433000","89921","120303","4574"
"Merge-sort","537000","24516","111688","4574"
"Cocktail-sort","21455000","7906938","13118631","4574"
"Shell-sort","438000","92268","122657","4575"
"Merge-sort","541000","24513","111716","4575"
"Cocktail-sort","21820000","7918288","13067535","4575"
"Shell-sort","441000","95733","126129","4576"
"Merge-sort","539000","24589","111744","4576"
"Cocktail-sort","21896000","7929630","13256696","4576"
"Shell-sort","432000","89782","120185","4577"
"Merge-sort","544000","24539","111772","4577"
"Cocktail-sort","21966000","7920664","13082258","4577"
"Shell-sort","439000","95775","126185","4578"
"Merge-sort","539000","24547","111800","4578"
"Cocktail-sort","21821000","7859281","13086904","4578"
"Shell-sort","434000","90327","120744","4579"
"Merge-sort","541000","24647","111828","4579"
"Cocktail-sort","21607000","8001628","13211629","4579"
"Shell-sort","438000","92801","123225","4580"
"Merge-sort","537000","24584","111856","4580"
"Cocktail-sort","21813000","7950195","12945739","4580"
"Shell-sort","439000","92817","123248","4581"
"Merge-sort","540000","24529","111884","4581"
"Cocktail-sort","21656000","7957028","13073506","4581"
"Shell-sort","442000","94940","125378","4582"
"Merge-sort","554000","24510","111912","4582"
"Cocktail-sort","22011000","7907274","13125438","4582"
"Shell-sort","434000","89028","119473","4583"
"Merge-sort","540000","24483","111940","4583"
"Cocktail-sort","21683000","8008800","13205502","4583"
"Shell-sort","434000","89497","119949","4584"
"Merge-sort","539000","24630","111968","4584"
"Cocktail-sort","21599000","8028990","13189295","4584"
"Shell-sort","450000","95250","125709","4585"
"Merge-sort","541000","24589","111996","4585"
"Cocktail-sort","21877000","7984360","13154217","4585"
"Shell-sort","442000","94890","125356","4586"
"Merge-sort","538000","24584","112024","4586"
"Cocktail-sort","21797000","7986697","13297797","4586"
"Shell-sort","442000","95924","126397","4587"
"Merge-sort","542000","24632","112052","4587"
"Cocktail-sort","21476000","7842986","12965085","4587"
"Shell-sort","443000","91499","121979","4588"
"Merge-sort","548000","24705","112080","4588"
"Cocktail-sort","22072000","7923391","13112641","4588"
"Shell-sort","436000","93474","123961","4589"
"Merge-sort","544000","24581","112108","4589"
"Cocktail-sort","21787000","7821996","12869478","4589"
"Shell-sort","437000","93138","123632","4590"
"Merge-sort","538000","24575","112136","4590"
"Cocktail-sort","21854000","7814938","13106952","4590"
"Shell-sort","439000","92197","122698","4591"
"Merge-sort","537000","24636","112164","4591"
"Cocktail-sort","22135000","7987100","13299174","4591"
"Shell-sort","441000","92560","123068","4592"
"Merge-sort","540000","24648","112192","4592"
"Cocktail-sort","21883000","8101182","13343452","4592"
"Shell-sort","432000","88754","119269","4593"
"Merge-sort","539000","24617","112220","4593"
"Cocktail-sort","21989000","7921192","13243428","4593"
"Shell-sort","445000","96834","127356","4594"
"Merge-sort","540000","24664","112248","4594"
"Cocktail-sort","21847000","7916610","13075662","4594"
"Shell-sort","439000","92179","122708","4595"
"Merge-sort","539000","24649","112276","4595"
"Cocktail-sort","21954000","7872768","13173440","4595"
"Shell-sort","443000","93520","124056","4596"
"Merge-sort","538000","24677","112304","4596"
"Cocktail-sort","21673000","7802707","13005397","4596"
"Shell-sort","439000","93033","123576","4597"
"Merge-sort","539000","24701","112332","4597"
"Cocktail-sort","21852000","7978392","13143897","4597"
"Shell-sort","434000","90968","121518","4598"
"Merge-sort","541000","24710","112360","4598"
"Cocktail-sort","22119000","7976160","13322936","4598"
"Shell-sort","433000","89610","120167","4599"
"Merge-sort","545000","24648","112388","4599"
"Cocktail-sort","22015000","8005756","13242229","4599"
"Shell-sort","449000","96243","126807","4600"
"Merge-sort","538000","24683","112416","4600"
"Cocktail-sort","21903000","7951075","13198483","4600"
"Shell-sort","435000","91214","121785","4601"
"Merge-sort","539000","24655","112444","4601"
"Cocktail-sort","21731000","8044342","13429646","4601"
"Shell-sort","441000","93262","123840","4602"
"Merge-sort","539000","24623","112472","4602"
"Cocktail-sort","22358000","7967152","13252404","4602"
"Shell-sort","443000","93951","124536","4603"
"Merge-sort","538000","24694","112500","4603"
"Cocktail-sort","21907000","7846636","13082560","4603"
"Shell-sort","445000","95285","125877","4604"
"Merge-sort","542000","24792","112528","4604"
"Cocktail-sort","21727000","8017416","13355212","4604"
"Shell-sort","439000","91480","122079","4605"
"Merge-sort","551000","24713","112556","4605"
"Cocktail-sort","23125000","8174204","13594466","4605"
"Shell-sort","452000","99214","129820","4606"
"Merge-sort","541000","24739","112584","4606"
"Cocktail-sort","22595000","8110005","13299934","4606"
